,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reduce_dim__k,param_classify__tol,param_classify__shrinking,param_classify__gamma,param_classify__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
325,0.008447360992431641,0.0014857546905585632,0.0014865875244140625,3.7706152682632624e-05,5,0.0001,True,4,16,"{'reduce_dim__k': 5, 'classify__tol': 0.0001, 'classify__shrinking': True, 'classify__gamma': 4, 'classify__C': 16}",0.78125,0.53125,0.6129032258064516,0.7741935483870968,0.5483870967741935,0.6496362592131713,0.10823193384870795,49,1.0,1.0,1.0,1.0,1.0,1.0,0.0
314,0.024466180801391603,0.0010499361798466914,0.0052054405212402345,0.00045207968583821145,all,1e-06,False,0.001,16,"{'reduce_dim__k': 'all', 'classify__tol': 1e-06, 'classify__shrinking': False, 'classify__gamma': 0.001, 'classify__C': 16}",0.625,0.71875,0.7096774193548387,0.6129032258064516,0.5806451612903226,0.6495285727960181,0.05493250474284888,50,0.904,0.912,0.8809523809523809,0.9126984126984127,0.8968253968253969,0.9012952380952381,0.011711117565303922
76,0.006030559539794922,0.00015496525382649416,0.0016534805297851562,7.532146677919133e-05,20,0.1,False,0.1,2,"{'reduce_dim__k': 20, 'classify__tol': 0.1, 'classify__shrinking': False, 'classify__gamma': 0.1, 'classify__C': 2}",0.6875,0.6875,0.6451612903225806,0.6451612903225806,0.5806451612903226,0.6494208863788647,0.03915087650076245,51,0.816,0.792,0.8492063492063492,0.8174603174603174,0.8174603174603174,0.8184253968253967,0.0181852354011742
113,0.014198970794677735,0.0025665229108840734,0.0033722400665283205,0.0009940154010565918,100,0.0001,False,0.01,8,"{'reduce_dim__k': 100, 'classify__tol': 0.0001, 'classify__shrinking': False, 'classify__gamma': 0.01, 'classify__C': 8}",0.65625,0.75,0.6451612903225806,0.5806451612903226,0.6129032258064516,0.6493131999617114,0.05709447831763175,52,0.952,0.952,0.9682539682539683,0.9523809523809523,0.9682539682539683,0.9585777777777779,0.007901800937121043
283,0.02239365577697754,0.004761776734831786,0.006743526458740235,0.0028704959309425724,150,1,True,0.1,16,"{'reduce_dim__k': 150, 'classify__tol': 1, 'classify__shrinking': True, 'classify__gamma': 0.1, 'classify__C': 16}",0.875,0.84375,0.0,0.7096774193548387,0.8064516129032258,0.648236335790179,0.32765775919078677,53,1.0,1.0,1.0,1.0,1.0,1.0,0.0
186,0.021534442901611328,0.001751071956829971,0.0049723625183105465,7.5920741910719e-05,200,0.1,True,0.01,0.5,"{'reduce_dim__k': 200, 'classify__tol': 0.1, 'classify__shrinking': True, 'classify__gamma': 0.01, 'classify__C': 0.5}",0.71875,0.75,0.6774193548387096,0.5161290322580645,0.5483870967741935,0.6426845027280559,0.09318413873423123,54,0.8,0.784,0.8015873015873016,0.8174603174603174,0.8174603174603174,0.8041015873015873,0.012523017256208423
414,0.010398960113525391,0.0011149661775235787,0.0015777587890625,0.00021991984075579233,5,1e-06,False,2,16,"{'reduce_dim__k': 5, 'classify__tol': 1e-06, 'classify__shrinking': False, 'classify__gamma': 2, 'classify__C': 16}",0.78125,0.5,0.5806451612903226,0.8064516129032258,0.5161290322580645,0.6369172968316262,0.13126529830724437,55,1.0,0.96,0.9841269841269841,0.9841269841269841,1.0,0.9856507936507937,0.014658831137232674
156,0.005045080184936523,7.186358375512733e-05,0.0015693187713623046,8.354690506102644e-05,20,1,True,0.1,1,"{'reduce_dim__k': 20, 'classify__tol': 1, 'classify__shrinking': True, 'classify__gamma': 0.1, 'classify__C': 1}",0.6875,0.6875,0.6129032258064516,0.6129032258064516,0.5806451612903226,0.6365942375801665,0.04348912233103234,56,0.768,0.736,0.7619047619047619,0.7777777777777778,0.7301587301587301,0.754768253968254,0.018511202303826264
217,0.021459197998046874,0.0021958600766629954,0.004448747634887696,0.0005406510115494041,200,0.01,True,0.0001,64,"{'reduce_dim__k': 200, 'classify__tol': 0.01, 'classify__shrinking': True, 'classify__gamma': 0.0001, 'classify__C': 64}",0.71875,0.75,0.6129032258064516,0.5483870967741935,0.5483870967741935,0.6362711783287068,0.08462986512754084,57,0.744,0.768,0.7619047619047619,0.7619047619047619,0.7777777777777778,0.7627174603174602,0.011012562514318426
132,0.006381368637084961,0.00012898869075612417,0.0014042854309082031,9.963340979162507e-05,5,0.01,False,2,16,"{'reduce_dim__k': 5, 'classify__tol': 0.01, 'classify__shrinking': False, 'classify__gamma': 2, 'classify__C': 16}",0.78125,0.46875,0.5806451612903226,0.8064516129032258,0.5161290322580645,0.6306116588494304,0.13825545367511957,58,1.0,0.96,0.9841269841269841,0.9841269841269841,1.0,0.9856507936507937,0.014658831137232674
490,0.006088399887084961,0.0004758396348264508,0.0014951705932617187,8.954430522305585e-05,5,0.1,False,2,16,"{'reduce_dim__k': 5, 'classify__tol': 0.1, 'classify__shrinking': False, 'classify__gamma': 2, 'classify__C': 16}",0.78125,0.46875,0.5806451612903226,0.8064516129032258,0.5161290322580645,0.6306116588494304,0.13825545367511957,58,1.0,0.96,0.9841269841269841,0.9841269841269841,1.0,0.9856507936507937,0.014658831137232674
471,0.010166501998901368,0.0007638308205595825,0.0033863544464111327,0.002604178190981926,50,0.1,True,0.01,32,"{'reduce_dim__k': 50, 'classify__tol': 0.1, 'classify__shrinking': True, 'classify__gamma': 0.01, 'classify__C': 32}",0.6875,0.65625,0.5161290322580645,0.6451612903225806,0.6451612903225806,0.6302885995979707,0.05895270631634313,60,0.928,0.92,0.9206349206349206,0.9285714285714286,0.9523809523809523,0.9299174603174605,0.011786589780960841
