,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_shrinking,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
95,0.03054218292236328,0.00117203913216939,0.007756090164184571,0.001121212536130699,16,0.1,True,0.001,"{'C': 16, 'gamma': 0.1, 'shrinking': True, 'tol': 0.001}",0.5588235294117647,0.5588235294117647,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.5548961424332344,0.0032305399893352692,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
97,0.03253021240234375,0.004637355723601229,0.007197380065917969,0.0005778606340911032,16,2,True,0.001,"{'C': 16, 'gamma': 2, 'shrinking': True, 'tol': 0.001}",0.5588235294117647,0.5588235294117647,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.5548961424332344,0.0032305399893352692,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
117,0.037961816787719725,0.010042430802131352,0.00838470458984375,0.0022835343780380347,64,0.1,True,0.001,"{'C': 64, 'gamma': 0.1, 'shrinking': True, 'tol': 0.001}",0.5588235294117647,0.5588235294117647,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.5548961424332344,0.0032305399893352692,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
118,0.03617053031921387,0.00850229139995383,0.007051610946655273,0.0005749230105216488,64,1,True,0.001,"{'C': 64, 'gamma': 1, 'shrinking': True, 'tol': 0.001}",0.5588235294117647,0.5588235294117647,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.5548961424332344,0.0032305399893352692,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
112,0.03681888580322266,0.007661769854971666,0.0078948974609375,0.0013372297225880713,64,1e-06,True,0.001,"{'C': 64, 'gamma': 1e-06, 'shrinking': True, 'tol': 0.001}",0.5588235294117647,0.5588235294117647,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.5548961424332344,0.0032305399893352692,42,0.5539033457249071,0.5539033457249071,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5548946716232962,0.0008094142066198115
111,0.04642038345336914,0.01216483008853827,0.012446880340576172,0.002864346774863694,64,1e-07,True,0.001,"{'C': 64, 'gamma': 1e-07, 'shrinking': True, 'tol': 0.001}",0.5588235294117647,0.5588235294117647,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.5548961424332344,0.0032305399893352692,42,0.5539033457249071,0.5539033457249071,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5548946716232962,0.0008094142066198115
110,0.0453794002532959,0.018377557332353123,0.011924648284912109,0.0023903986405185854,64,1e-08,True,0.001,"{'C': 64, 'gamma': 1e-08, 'shrinking': True, 'tol': 0.001}",0.5588235294117647,0.5588235294117647,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.5548961424332344,0.0032305399893352692,42,0.5539033457249071,0.5539033457249071,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5548946716232962,0.0008094142066198115
109,0.04678001403808594,0.01611471264798675,0.01052398681640625,0.0064168074592112065,32,4,True,0.001,"{'C': 32, 'gamma': 4, 'shrinking': True, 'tol': 0.001}",0.5588235294117647,0.5588235294117647,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.5548961424332344,0.0032305399893352692,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
80,0.029130315780639647,0.002646893624987441,0.008701229095458984,0.0027105778944865504,8,1e-05,True,0.001,"{'C': 8, 'gamma': 1e-05, 'shrinking': True, 'tol': 0.001}",0.5588235294117647,0.5588235294117647,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.5548961424332344,0.0032305399893352692,42,0.5539033457249071,0.5576208178438662,0.562962962962963,0.5592592592592592,0.5666666666666667,0.5600826104915324,0.004394721138476164
119,0.02805671691894531,0.0005626595140906986,0.0067863941192626955,0.0006002809294420152,64,2,True,0.001,"{'C': 64, 'gamma': 2, 'shrinking': True, 'tol': 0.001}",0.5588235294117647,0.5588235294117647,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.5548961424332344,0.0032305399893352692,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
108,0.03539266586303711,0.009345356231927603,0.008128833770751954,0.0015056271367410023,32,2,True,0.001,"{'C': 32, 'gamma': 2, 'shrinking': True, 'tol': 0.001}",0.5588235294117647,0.5588235294117647,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.5548961424332344,0.0032305399893352692,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
107,0.03036961555480957,0.0020331585516402332,0.006604957580566406,0.00019204709930713818,32,1,True,0.001,"{'C': 32, 'gamma': 1, 'shrinking': True, 'tol': 0.001}",0.5588235294117647,0.5588235294117647,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.5548961424332344,0.0032305399893352692,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
