,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
185,0.1324124813079834,0.008129902434296295,0.004446887969970703,0.0007087276511591788,25,20,2,100,20,True,"{'n_estimators': 25, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': 100, 'max_depth': 20, 'bootstrap': True}",0.8115942028985508,0.8656716417910447,0.7761194029850746,0.746268656716418,0.9104477611940298,0.8219584569732937,0.05929089452457444,1,0.9589552238805971,0.9518518518518518,0.9592592592592593,0.9444444444444444,0.9740740740740741,0.9577169707020452,0.009818618314577076
211,0.9082927227020263,0.025700774870819253,0.020099449157714843,0.0019186991880665906,200,10,1,75,200,True,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 75, 'max_depth': 200, 'bootstrap': True}",0.7971014492753623,0.8507462686567164,0.7761194029850746,0.746268656716418,0.9104477611940298,0.8160237388724035,0.05804797099246773,2,0.9925373134328358,0.9962962962962963,0.9925925925925926,0.9962962962962963,0.9962962962962963,0.9948037589828636,0.001828061001863565
424,2.868172025680542,0.035264722848874074,0.05976710319519043,0.0039508466220847145,600,8,1,75,75,True,"{'n_estimators': 600, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 75, 'max_depth': 75, 'bootstrap': True}",0.8115942028985508,0.8507462686567164,0.8208955223880597,0.7014925373134329,0.8955223880597015,0.8160237388724035,0.06413151256249268,2,0.9925373134328358,0.9925925925925926,0.9925925925925926,0.9962962962962963,0.9962962962962963,0.9940630182421227,0.001823575612974717
183,2.2410433769226072,0.06395212884706795,0.04046893119812012,0.002906520072441272,400,8,2,100,30,True,"{'n_estimators': 400, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 100, 'max_depth': 30, 'bootstrap': True}",0.8115942028985508,0.8507462686567164,0.7910447761194029,0.7313432835820896,0.8955223880597015,0.8160237388724035,0.05522604746239849,2,0.9888059701492538,0.9962962962962963,0.9962962962962963,0.9925925925925926,0.9962962962962963,0.9940574903261471,0.0029920276086299337
285,0.48342070579528806,0.010625330411531355,0.012093114852905273,0.0004268509344440432,100,8,2,75,200,True,"{'n_estimators': 100, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 75, 'max_depth': 200, 'bootstrap': True}",0.782608695652174,0.8507462686567164,0.8059701492537313,0.7164179104477612,0.9104477611940298,0.8130563798219584,0.06499760327613871,5,0.9888059701492538,0.9888888888888889,0.9962962962962963,0.9888888888888889,0.9962962962962963,0.9918352681039249,0.0036425401060807133
301,0.11908435821533203,0.006051332640244137,0.0053580284118652345,0.0013087344553376777,25,8,4,50,20,False,"{'n_estimators': 25, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 50, 'max_depth': 20, 'bootstrap': False}",0.782608695652174,0.7910447761194029,0.835820895522388,0.7761194029850746,0.8805970149253731,0.8130563798219584,0.03958979626819451,5,1.0,0.9962962962962963,1.0,1.0,1.0,0.9992592592592594,0.0014814814814814612
349,2.9274638175964354,0.07085258931860751,0.0812985897064209,0.004364966695059123,800,15,1,50,30,True,"{'n_estimators': 800, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 50, 'max_depth': 30, 'bootstrap': True}",0.7971014492753623,0.8507462686567164,0.8059701492537313,0.7164179104477612,0.8955223880597015,0.8130563798219584,0.059609510650996254,5,0.9850746268656716,0.9851851851851852,0.9851851851851852,0.9925925925925926,0.9888888888888889,0.9873852957435048,0.002979828734072202
288,4.819188070297241,0.1268778939509952,0.12911038398742675,0.01807999975283584,1000,10,1,75,75,True,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 75, 'max_depth': 75, 'bootstrap': True}",0.7971014492753623,0.8507462686567164,0.8208955223880597,0.7014925373134329,0.8955223880597015,0.8130563798219584,0.06460138492920338,5,0.996268656716418,0.9925925925925926,0.9925925925925926,0.9962962962962963,0.9962962962962963,0.9948092868988392,0.0018099514609736878
446,1.0442416667938232,0.03730763702747901,0.025082111358642578,0.0033269931634020864,200,8,3,50,75,False,"{'n_estimators': 200, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 50, 'max_depth': 75, 'bootstrap': False}",0.7971014492753623,0.8208955223880597,0.835820895522388,0.7313432835820896,0.8656716417910447,0.8100890207715133,0.04512682555130187,9,1.0,0.9962962962962963,1.0,1.0,1.0,0.9992592592592594,0.0014814814814814612
11,0.30800676345825195,0.017619114517671963,0.009586048126220704,0.0025574187235050576,50,12,3,100,75,True,"{'n_estimators': 50, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 100, 'max_depth': 75, 'bootstrap': True}",0.7971014492753623,0.8656716417910447,0.7611940298507462,0.7761194029850746,0.8507462686567164,0.8100890207715133,0.04101364231479906,9,0.9664179104477612,0.9629629629629629,0.9666666666666667,0.9592592592592593,0.9703703703703703,0.9651354339414041,0.0037588040148653613
165,1.829184627532959,0.09686015577198402,0.05975346565246582,0.0033472627303161124,600,12,2,25,20,False,"{'n_estimators': 600, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 25, 'max_depth': 20, 'bootstrap': False}",0.782608695652174,0.8059701492537313,0.8208955223880597,0.7313432835820896,0.9104477611940298,0.8100890207715133,0.058450390184766304,9,1.0,0.9962962962962963,1.0,1.0,1.0,0.9992592592592594,0.0014814814814814612
271,4.796407699584961,0.10640459720754948,0.07986555099487305,0.010635404634642335,800,12,1,100,30,True,"{'n_estimators': 800, 'min_samples_split': 12, 'min_samples_leaf': 1, 'max_features': 100, 'max_depth': 30, 'bootstrap': True}",0.8115942028985508,0.835820895522388,0.8059701492537313,0.7014925373134329,0.8955223880597015,0.8100890207715133,0.06269949616133544,9,0.996268656716418,0.9925925925925926,0.9888888888888889,0.9962962962962963,0.9962962962962963,0.9940685461580985,0.0029588347767090673
372,0.06399264335632324,0.0024032878855107568,0.0026252269744873047,2.143593853096308e-05,10,15,5,75,30,False,"{'n_estimators': 10, 'min_samples_split': 15, 'min_samples_leaf': 5, 'max_features': 75, 'max_depth': 30, 'bootstrap': False}",0.8115942028985508,0.8208955223880597,0.7761194029850746,0.7611940298507462,0.8656716417910447,0.8071216617210683,0.03652147886476028,13,0.9701492537313433,0.9703703703703703,0.9740740740740741,0.9666666666666667,0.9925925925925926,0.9747705914870094,0.009214132253608676
370,2.7820952892303468,0.10837935272879654,0.08459901809692383,0.004201717707088585,800,10,1,25,150,False,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 25, 'max_depth': 150, 'bootstrap': False}",0.7971014492753623,0.8059701492537313,0.7910447761194029,0.746268656716418,0.8955223880597015,0.8071216617210683,0.048601358965723714,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
315,0.05411262512207031,0.003391008957356007,0.002742910385131836,5.974744856068521e-05,10,20,1,50,20,False,"{'n_estimators': 10, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 50, 'max_depth': 20, 'bootstrap': False}",0.7681159420289855,0.8656716417910447,0.7910447761194029,0.7313432835820896,0.8805970149253731,0.8071216617210683,0.05709137019847696,13,0.9776119402985075,0.9888888888888889,0.9777777777777777,0.9925925925925926,0.9851851851851852,0.9844112769485903,0.005963491568598058
441,1.0639541625976563,0.04697211368273091,0.020189428329467775,0.0010055721437650447,200,10,3,100,75,True,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 100, 'max_depth': 75, 'bootstrap': True}",0.8115942028985508,0.8656716417910447,0.7910447761194029,0.7014925373134329,0.8656716417910447,0.8071216617210683,0.06030624638578446,13,0.9738805970149254,0.9666666666666667,0.9777777777777777,0.9703703703703703,0.9740740740740741,0.9725538971807628,0.0037626392648405986
400,0.6140829086303711,0.013898388108123069,0.013827323913574219,0.002859743646863828,100,8,1,100,75,True,"{'n_estimators': 100, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 100, 'max_depth': 75, 'bootstrap': True}",0.8115942028985508,0.8507462686567164,0.7761194029850746,0.7313432835820896,0.8656716417910447,0.8071216617210683,0.048956644122153614,13,0.996268656716418,0.9962962962962963,0.9925925925925926,0.9962962962962963,0.9962962962962963,0.9955500276395799,0.001478756270060628
294,0.2689973831176758,0.012188775172828799,0.006707477569580078,0.00017059760832409886,50,15,5,100,20,True,"{'n_estimators': 50, 'min_samples_split': 15, 'min_samples_leaf': 5, 'max_features': 100, 'max_depth': 20, 'bootstrap': True}",0.8115942028985508,0.8507462686567164,0.8059701492537313,0.7313432835820896,0.835820895522388,0.8071216617210683,0.041086858566705825,13,0.9477611940298507,0.937037037037037,0.9481481481481482,0.9296296296296296,0.9518518518518518,0.9428855721393035,0.00826784060821603
498,2.0605098247528075,0.305744698376571,0.03384356498718262,0.011033087520451504,400,10,3,100,20,True,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 100, 'max_depth': 20, 'bootstrap': True}",0.782608695652174,0.8507462686567164,0.8059701492537313,0.7164179104477612,0.8805970149253731,0.8071216617210683,0.05666253196877011,13,0.9738805970149254,0.9740740740740741,0.9777777777777777,0.9740740740740741,0.9814814814814815,0.9762576008844667,0.002992844544510984
361,1.3865371704101563,0.03721623956322459,0.04533219337463379,0.00567820701048138,400,15,1,50,20,True,"{'n_estimators': 400, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 50, 'max_depth': 20, 'bootstrap': True}",0.782608695652174,0.835820895522388,0.7910447761194029,0.7313432835820896,0.8805970149253731,0.8041543026706232,0.050441422417390726,20,0.9850746268656716,0.9814814814814815,0.9888888888888889,0.9925925925925926,0.9888888888888889,0.9873852957435048,0.0037902965232727735
382,1.6233446598052979,0.06781646073738906,0.019901180267333986,0.0021175753957535363,200,20,2,100,30,False,"{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': 100, 'max_depth': 30, 'bootstrap': False}",0.7536231884057971,0.8656716417910447,0.7761194029850746,0.7761194029850746,0.8507462686567164,0.8041543026706232,0.044936493966279946,20,0.9738805970149254,0.9851851851851852,0.9777777777777777,0.9962962962962963,0.9851851851851852,0.9836650082918739,0.0076754869472518035
313,0.022372341156005858,0.0012202012680756272,0.0026038169860839845,8.902530588416489e-05,10,50,3,sqrt,10,False,"{'n_estimators': 10, 'min_samples_split': 50, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': False}",0.7971014492753623,0.7910447761194029,0.8208955223880597,0.7313432835820896,0.8805970149253731,0.8041543026706232,0.048123090449520796,20,0.9477611940298507,0.9111111111111111,0.937037037037037,0.9074074074074074,0.9111111111111111,0.9228855721393036,0.016345702625888
200,3.48237886428833,0.22701722167997274,0.05708036422729492,0.004329518290947107,600,8,1,50,30,False,"{'n_estimators': 600, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 50, 'max_depth': 30, 'bootstrap': False}",0.7681159420289855,0.8208955223880597,0.8059701492537313,0.746268656716418,0.8805970149253731,0.8041543026706232,0.046370569405638135,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0
429,0.37958617210388185,0.015276917298116564,0.006212043762207031,0.0002216505300492462,50,10,5,100,75,False,"{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 100, 'max_depth': 75, 'bootstrap': False}",0.7681159420289855,0.8208955223880597,0.7761194029850746,0.8059701492537313,0.8507462686567164,0.8041543026706232,0.03016851599869241,20,0.9850746268656716,0.9925925925925926,0.9962962962962963,0.9925925925925926,0.9962962962962963,0.9925704809286898,0.0040976140934064
157,0.1657792091369629,0.007699109436792776,0.00417943000793457,0.00010886479506378482,25,12,2,75,20,False,"{'n_estimators': 25, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 75, 'max_depth': 20, 'bootstrap': False}",0.7536231884057971,0.835820895522388,0.8059701492537313,0.7611940298507462,0.8656716417910447,0.8041543026706232,0.042920073692572294,20,0.996268656716418,0.9962962962962963,1.0,1.0,1.0,0.9985129906025427,0.0018212281067527905
377,1.49539475440979,0.04490694521739682,0.024750375747680665,0.005366925953710009,200,8,2,75,200,False,"{'n_estimators': 200, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 75, 'max_depth': 200, 'bootstrap': False}",0.7681159420289855,0.8507462686567164,0.7910447761194029,0.7164179104477612,0.8955223880597015,0.8041543026706232,0.06262417543616751,20,1.0,0.9962962962962963,1.0,1.0,1.0,0.9992592592592594,0.0014814814814814612
401,2.1225764751434326,0.024667495411404363,0.0946765422821045,0.010044624487171708,800,8,1,sqrt,100,False,"{'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}",0.7971014492753623,0.8059701492537313,0.8059701492537313,0.7611940298507462,0.8507462686567164,0.8041543026706232,0.028460636652480182,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0
100,0.028371906280517577,0.0026861564013271953,0.003782176971435547,0.001490648377535932,10,8,3,25,10,True,"{'n_estimators': 10, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 25, 'max_depth': 10, 'bootstrap': True}",0.8260869565217391,0.7910447761194029,0.7910447761194029,0.7761194029850746,0.835820895522388,0.8041543026706232,0.02285717953260455,20,0.9626865671641791,0.9518518518518518,0.9518518518518518,0.9518518518518518,0.9555555555555556,0.954759535655058,0.004215100272279877
123,1.611738395690918,0.0777732607900552,0.020438623428344727,0.0015924582724734743,200,12,1,75,,False,"{'n_estimators': 200, 'min_samples_split': 12, 'min_samples_leaf': 1, 'max_features': 75, 'max_depth': None, 'bootstrap': False}",0.782608695652174,0.8507462686567164,0.7910447761194029,0.7014925373134329,0.8955223880597015,0.8041543026706232,0.06569546968814842,20,0.996268656716418,0.9962962962962963,1.0,1.0,1.0,0.9985129906025427,0.0018212281067527905
398,3.87865309715271,0.10208788835054476,0.07723331451416016,0.011160055805699964,800,50,3,100,20,True,"{'n_estimators': 800, 'min_samples_split': 50, 'min_samples_leaf': 3, 'max_features': 100, 'max_depth': 20, 'bootstrap': True}",0.782608695652174,0.835820895522388,0.8059701492537313,0.7164179104477612,0.8656716417910447,0.8011869436201781,0.050685740393345315,30,0.9402985074626866,0.937037037037037,0.9481481481481482,0.9185185185185185,0.9407407407407408,0.9369485903814262,0.009906642364110487
235,2.1068798065185548,0.022680282909869544,0.08434200286865234,0.0086898376429883,800,15,2,25,10,False,"{'n_estimators': 800, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 25, 'max_depth': 10, 'bootstrap': False}",0.782608695652174,0.7761194029850746,0.8059701492537313,0.746268656716418,0.8955223880597015,0.8011869436201781,0.050685740393345315,30,0.9850746268656716,0.9888888888888889,0.9925925925925926,0.9925925925925926,0.9888888888888889,0.989607517965727,0.0028071800184893427
239,4.331380224227905,0.25938452599610173,0.09637398719787597,0.020369666762381944,800,8,1,50,150,False,"{'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 50, 'max_depth': 150, 'bootstrap': False}",0.7681159420289855,0.835820895522388,0.8059701492537313,0.7164179104477612,0.8805970149253731,0.8011869436201781,0.056118567282729896,30,1.0,1.0,1.0,1.0,1.0,1.0,0.0
254,2.863003635406494,0.1253411778236099,0.06479396820068359,0.009711013443639276,600,50,1,100,150,True,"{'n_estimators': 600, 'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': 100, 'max_depth': 150, 'bootstrap': True}",0.782608695652174,0.8507462686567164,0.8059701492537313,0.7014925373134329,0.8656716417910447,0.8011869436201781,0.05801935210037377,30,0.9589552238805971,0.9518518518518518,0.9592592592592593,0.937037037037037,0.9555555555555556,0.9525317855168602,0.008200148643239369
267,3.22991042137146,0.081761486350363,0.06048269271850586,0.006462310248245924,600,20,1,50,200,False,"{'n_estimators': 600, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 50, 'max_depth': 200, 'bootstrap': False}",0.7681159420289855,0.835820895522388,0.7910447761194029,0.7313432835820896,0.8805970149253731,0.8011869436201781,0.0520231120114136,30,0.9888059701492538,0.9925925925925926,0.9851851851851852,0.9962962962962963,0.9925925925925926,0.991094527363184,0.0037869411929610662
130,0.06730489730834961,0.0013926599577743961,0.0030221462249755858,0.0003951603473770643,10,12,3,75,20,False,"{'n_estimators': 10, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 75, 'max_depth': 20, 'bootstrap': False}",0.8115942028985508,0.835820895522388,0.7761194029850746,0.7313432835820896,0.8507462686567164,0.8011869436201781,0.042938707897603796,30,0.9888059701492538,0.9851851851851852,1.0,0.9962962962962963,0.9888888888888889,0.9918352681039249,0.005452430996739046
140,1.9030540943145753,0.05608405080481176,0.06707844734191895,0.01631208961672768,600,50,1,50,30,True,"{'n_estimators': 600, 'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': 50, 'max_depth': 30, 'bootstrap': True}",0.7971014492753623,0.8507462686567164,0.7910447761194029,0.7014925373134329,0.8656716417910447,0.8011869436201781,0.05757513110081413,30,0.9589552238805971,0.9555555555555556,0.9518518518518518,0.9518518518518518,0.9481481481481482,0.9532725262576008,0.0036824219636718675
118,0.3025366306304932,0.008604529640025955,0.007091665267944336,0.0006300726470679854,50,10,5,75,100,False,"{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 75, 'max_depth': 100, 'bootstrap': False}",0.7681159420289855,0.835820895522388,0.7761194029850746,0.746268656716418,0.8656716417910447,0.798219584569733,0.04477586259127573,37,0.996268656716418,0.9888888888888889,0.9925925925925926,0.9962962962962963,1.0,0.9948092868988392,0.0037748988318819193
203,0.07820358276367187,0.04403897945460253,0.0040321826934814455,0.002762118883387618,10,10,2,75,,True,"{'n_estimators': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 75, 'max_depth': None, 'bootstrap': True}",0.7681159420289855,0.8208955223880597,0.7611940298507462,0.7761194029850746,0.8656716417910447,0.798219584569733,0.039521999699896414,37,0.9813432835820896,0.9629629629629629,0.9703703703703703,0.9629629629629629,0.9666666666666667,0.9688612493090105,0.006818715166161139
449,1.9352280616760253,0.046489136809463226,0.06265525817871094,0.010913259728617543,600,10,2,25,50,False,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 25, 'max_depth': 50, 'bootstrap': False}",0.782608695652174,0.7761194029850746,0.8059701492537313,0.746268656716418,0.8805970149253731,0.798219584569733,0.04521806863266049,37,1.0,0.9962962962962963,1.0,1.0,1.0,0.9992592592592594,0.0014814814814814612
49,0.17420191764831544,0.00865358967952025,0.007334280014038086,0.0009438945043150105,50,50,2,50,20,True,"{'n_estimators': 50, 'min_samples_split': 50, 'min_samples_leaf': 2, 'max_features': 50, 'max_depth': 20, 'bootstrap': True}",0.7681159420289855,0.7910447761194029,0.835820895522388,0.7313432835820896,0.8656716417910447,0.798219584569733,0.04765093406326179,37,0.9365671641791045,0.9407407407407408,0.9444444444444444,0.9333333333333333,0.9333333333333333,0.9376838032061914,0.004339382352100558
237,0.09843440055847168,0.0027300242654687006,0.004606008529663086,0.001184990428963408,25,20,2,75,10,True,"{'n_estimators': 25, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': 75, 'max_depth': 10, 'bootstrap': True}",0.782608695652174,0.8805970149253731,0.7611940298507462,0.7313432835820896,0.835820895522388,0.798219584569733,0.053309236252206293,37,0.9514925373134329,0.9555555555555556,0.9666666666666667,0.9592592592592593,0.9666666666666667,0.9599281370923162,0.006025641411990315
322,0.8235939979553223,0.03982582651364478,0.010796546936035156,0.0014306803285761185,100,20,3,100,50,False,"{'n_estimators': 100, 'min_samples_split': 20, 'min_samples_leaf': 3, 'max_features': 100, 'max_depth': 50, 'bootstrap': False}",0.782608695652174,0.8656716417910447,0.7910447761194029,0.7313432835820896,0.8208955223880597,0.798219584569733,0.04422777236946437,37,0.9664179104477612,0.9814814814814815,0.9740740740740741,0.9888888888888889,0.9814814814814815,0.9784687672747374,0.0076324086215162745
143,0.20748333930969237,0.007954785961078455,0.014038658142089844,0.003271494800931104,100,10,1,auto,100,True,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",0.855072463768116,0.7910447761194029,0.8059701492537313,0.7014925373134329,0.835820895522388,0.798219584569733,0.05315247955938088,37,1.0,0.9962962962962963,0.9925925925925926,0.9888888888888889,0.9962962962962963,0.9948148148148148,0.0037770514915502077
477,2.337203311920166,0.1539194686545112,0.042874908447265624,0.003620056882539014,400,12,2,100,,True,"{'n_estimators': 400, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 100, 'max_depth': None, 'bootstrap': True}",0.7971014492753623,0.8656716417910447,0.7761194029850746,0.7014925373134329,0.8507462686567164,0.798219584569733,0.0584000885927599,37,0.9776119402985075,0.9814814814814815,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9784853510226645,0.0014994414766813797
166,4.5429315090179445,0.30111794113141854,0.10631737709045411,0.008155236832304527,1000,12,2,75,200,True,"{'n_estimators': 1000, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 75, 'max_depth': 200, 'bootstrap': True}",0.782608695652174,0.835820895522388,0.7910447761194029,0.7014925373134329,0.8805970149253731,0.798219584569733,0.05958605312165134,37,0.9850746268656716,0.9740740740740741,0.9740740740740741,0.9814814814814815,0.9851851851851852,0.9799778883360973,0.0050012702814615255
258,0.05735597610473633,0.004192879262858992,0.004108333587646484,0.00024007231333733286,25,15,4,sqrt,,False,"{'n_estimators': 25, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",0.7971014492753623,0.8208955223880597,0.835820895522388,0.6865671641791045,0.8507462686567164,0.798219584569733,0.058400088592759934,37,0.9888059701492538,0.9851851851851852,0.9888888888888889,0.9740740740740741,0.9925925925925926,0.985909342177999,0.006364463257061339
269,0.19904160499572754,0.01353135381088353,0.011687707901000977,0.0011216032069430119,100,8,1,10,75,False,"{'n_estimators': 100, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 10, 'max_depth': 75, 'bootstrap': False}",0.8115942028985508,0.7910447761194029,0.7910447761194029,0.746268656716418,0.835820895522388,0.7952522255192879,0.029427181004011597,47,1.0,1.0,1.0,1.0,1.0,1.0,0.0
274,0.05744919776916504,0.004901950070411274,0.004125165939331055,0.0002895287687597045,25,10,2,auto,10,False,"{'n_estimators': 25, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 10, 'bootstrap': False}",0.7681159420289855,0.8208955223880597,0.7910447761194029,0.6865671641791045,0.9104477611940298,0.7952522255192879,0.07260678903100427,47,0.9888059701492538,0.9962962962962963,0.9888888888888889,0.9851851851851852,0.9962962962962963,0.991094527363184,0.004452852125197611
268,0.0621675968170166,0.004727805886789314,0.004826211929321289,0.0009393365074897043,25,8,1,25,20,True,"{'n_estimators': 25, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 25, 'max_depth': 20, 'bootstrap': True}",0.7971014492753623,0.8208955223880597,0.835820895522388,0.7164179104477612,0.8059701492537313,0.7952522255192879,0.04143762653052398,47,0.9888059701492538,0.9888888888888889,0.9925925925925926,0.9851851851851852,1.0,0.991094527363184,0.005031387532163277
96,0.4421985626220703,0.015203813543096306,0.006371259689331055,0.0006125012182704012,50,12,1,100,30,False,"{'n_estimators': 50, 'min_samples_split': 12, 'min_samples_leaf': 1, 'max_features': 100, 'max_depth': 30, 'bootstrap': False}",0.7536231884057971,0.8656716417910447,0.7761194029850746,0.7164179104477612,0.8656716417910447,0.7952522255192879,0.060290800298411294,47,0.996268656716418,0.9962962962962963,1.0,1.0,1.0,0.9985129906025427,0.0018212281067527905
273,0.14081125259399413,0.004756617902621316,0.004544210433959961,0.0006829491671222111,25,8,2,100,20,True,"{'n_estimators': 25, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 100, 'max_depth': 20, 'bootstrap': True}",0.7536231884057971,0.8208955223880597,0.8059701492537313,0.7164179104477612,0.8805970149253731,0.7952522255192879,0.05649859458525247,47,0.9813432835820896,0.9777777777777777,0.9740740740740741,0.9851851851851852,0.9814814814814815,0.9799723604201217,0.0037666004173303987
84,3.481854772567749,0.08539281504136917,0.0778968334197998,0.007918877205843937,800,10,2,75,100,True,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 75, 'max_depth': 100, 'bootstrap': True}",0.782608695652174,0.8507462686567164,0.7761194029850746,0.7014925373134329,0.8656716417910447,0.7952522255192879,0.05874866934074619,47,0.9925373134328358,0.9814814814814815,0.9925925925925926,0.9888888888888889,0.9925925925925926,0.9896185737976783,0.004311689415328287
277,0.6043233871459961,0.007828373943209923,0.01994609832763672,0.0011226049929329324,200,20,1,25,20,False,"{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 25, 'max_depth': 20, 'bootstrap': False}",0.782608695652174,0.8208955223880597,0.7761194029850746,0.7313432835820896,0.8656716417910447,0.7952522255192879,0.04510166333587831,47,0.9888059701492538,0.9925925925925926,0.9925925925925926,1.0,0.9962962962962963,0.9940574903261471,0.003799894427577573
246,2.168128156661987,0.06875111118770219,0.09217600822448731,0.007796367894788035,800,8,2,auto,50,False,"{'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 50, 'bootstrap': False}",0.782608695652174,0.7910447761194029,0.835820895522388,0.746268656716418,0.8208955223880597,0.7952522255192879,0.031164490216091183,47,1.0,1.0,1.0,1.0,1.0,1.0,0.0
215,1.9622936725616456,0.07974238294044465,0.0394627571105957,0.00225015367801035,400,12,2,50,40,False,"{'n_estimators': 400, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 50, 'max_depth': 40, 'bootstrap': False}",0.7681159420289855,0.835820895522388,0.7761194029850746,0.746268656716418,0.8507462686567164,0.7952522255192879,0.04049756347209504,47,1.0,0.9962962962962963,1.0,1.0,1.0,0.9992592592592594,0.0014814814814814612
212,3.6159971237182615,0.11138965750276647,0.08432750701904297,0.004984229658641812,800,50,1,50,30,False,"{'n_estimators': 800, 'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': 50, 'max_depth': 30, 'bootstrap': False}",0.7681159420289855,0.835820895522388,0.7761194029850746,0.7313432835820896,0.8656716417910447,0.7952522255192879,0.04846313757897931,47,0.9589552238805971,0.9555555555555556,0.9629629629629629,0.9481481481481482,0.9481481481481482,0.9547540077390824,0.005881401256635472
28,1.1310068607330321,0.05004229947947586,0.0612060546875,0.003304083118258876,600,10,1,sqrt,150,True,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 150, 'bootstrap': True}",0.8260869565217391,0.8208955223880597,0.8059701492537313,0.7014925373134329,0.8208955223880597,0.7952522255192879,0.047188140977685825,47,1.0,0.9925925925925926,0.9925925925925926,0.9962962962962963,0.9962962962962963,0.9955555555555555,0.0027715980642770035
