,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_loss,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
222,0.24753856658935547,0.023162196225500486,0.0022165775299072266,7.447213365690094e-05,0.75,100,12,4,sqrt,30,deviance,0.001,"{'subsample': 0.75, 'n_estimators': 100, 'min_samples_split': 12, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30, 'loss': 'deviance', 'learning_rate': 0.001}",0.6470588235294118,0.6617647058823529,0.6865671641791045,0.6865671641791045,0.7164179104477612,0.6795252225519288,0.02380452302098386,277,0.8661710037174721,0.8587360594795539,0.8481481481481481,0.8555555555555555,0.837037037037037,0.8531295607875535,0.009911420730017112
191,0.016893720626831053,0.0006838611369616955,0.0022116661071777343,0.00120314782791184,0.5,2,20,3,auto,10,deviance,1,"{'subsample': 0.5, 'n_estimators': 2, 'min_samples_split': 20, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 10, 'loss': 'deviance', 'learning_rate': 1}",0.5735294117647058,0.6470588235294118,0.6865671641791045,0.7313432835820896,0.7611940298507462,0.6795252225519288,0.06595037474050534,277,0.8029739776951673,0.862453531598513,0.8629629629629629,0.8592592592592593,0.8518518518518519,0.8479003166735509,0.02281094263209425
241,5.186873435974121,0.09192581905489852,0.006914710998535157,0.0002051537552911842,0.75,800,8,2,75,20,deviance,0.0001,"{'subsample': 0.75, 'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 75, 'max_depth': 20, 'loss': 'deviance', 'learning_rate': 0.0001}",0.6470588235294118,0.7058823529411765,0.6567164179104478,0.6417910447761194,0.7313432835820896,0.6765578635014837,0.03555855734221712,280,0.9256505576208178,0.9219330855018587,0.9074074074074074,0.8888888888888888,0.9037037037037037,0.9095167286245353,0.013253034543628816
99,0.15916199684143068,0.005517611650450386,0.002027606964111328,4.174752210683221e-05,0.25,100,15,4,50,200,exponential,1,"{'subsample': 0.25, 'n_estimators': 100, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 50, 'max_depth': 200, 'loss': 'exponential', 'learning_rate': 1}",0.6323529411764706,0.6617647058823529,0.6268656716417911,0.8059701492537313,0.6567164179104478,0.6765578635014837,0.06585804384948195,280,0.9888475836431226,0.9851301115241635,1.0,0.9888888888888889,0.9777777777777777,0.9881288723667906,0.007185479358797181
430,0.03681225776672363,0.0017821487494381009,0.0016562938690185547,0.00010600133999601613,0.5,25,12,3,2,75,exponential,0.01,"{'subsample': 0.5, 'n_estimators': 25, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 2, 'max_depth': 75, 'loss': 'exponential', 'learning_rate': 0.01}",0.6176470588235294,0.6911764705882353,0.7014925373134329,0.6716417910447762,0.6865671641791045,0.6735905044510386,0.029714041722283854,282,0.8066914498141264,0.7992565055762082,0.7888888888888889,0.7703703703703704,0.8,0.7930414429299187,0.012685365144116105
9,0.014066219329833984,0.0011420090461206772,0.001677560806274414,6.933930450352009e-05,0.75,10,12,10,1,75,deviance,0.1,"{'subsample': 0.75, 'n_estimators': 10, 'min_samples_split': 12, 'min_samples_leaf': 10, 'max_features': 1, 'max_depth': 75, 'loss': 'deviance', 'learning_rate': 0.1}",0.6029411764705882,0.6617647058823529,0.746268656716418,0.7014925373134329,0.6417910447761194,0.6706231454005934,0.049320791938912055,283,0.7360594795539034,0.7769516728624535,0.7814814814814814,0.8,0.6777777777777778,0.7544540823351232,0.04365471244238672
119,0.1715841293334961,0.019025381881918726,0.0035982131958007812,0.0016836946862495955,0.5,50,8,1,2,40,exponential,1,"{'subsample': 0.5, 'n_estimators': 50, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 2, 'max_depth': 40, 'loss': 'exponential', 'learning_rate': 1}",0.6176470588235294,0.6470588235294118,0.7014925373134329,0.6716417910447762,0.6865671641791045,0.6646884272997032,0.02972057773748918,284,1.0,1.0,1.0,1.0,1.0,1.0,0.0
131,0.5402580261230469,0.032945521528459476,0.003795909881591797,0.001893425636256808,1,100,8,1,5,100,exponential,0.001,"{'subsample': 1, 'n_estimators': 100, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 5, 'max_depth': 100, 'loss': 'exponential', 'learning_rate': 0.001}",0.6323529411764706,0.6470588235294118,0.6716417910447762,0.6865671641791045,0.6865671641791045,0.6646884272997032,0.021763272647387102,284,0.9925650557620818,1.0,0.9814814814814815,0.9888888888888889,0.9962962962962963,0.9918463444857497,0.006371462060855876
286,0.013635015487670899,0.0006505772044780861,0.0016982555389404297,1.763588530918698e-05,0.25,10,12,3,1,100,deviance,0.1,"{'subsample': 0.25, 'n_estimators': 10, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 1, 'max_depth': 100, 'loss': 'deviance', 'learning_rate': 0.1}",0.6617647058823529,0.5882352941176471,0.6119402985074627,0.6865671641791045,0.7761194029850746,0.6646884272997032,0.06556005153831033,284,0.7323420074349443,0.7546468401486989,0.6888888888888889,0.7518518518518519,0.7407407407407407,0.7336940658130249,0.023781133340491846
412,0.33125901222229004,0.014987186698545511,0.00268707275390625,0.000548611907737469,0.5,100,12,3,50,75,exponential,0.001,"{'subsample': 0.5, 'n_estimators': 100, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 50, 'max_depth': 75, 'loss': 'exponential', 'learning_rate': 0.001}",0.6323529411764706,0.6323529411764706,0.6567164179104478,0.7014925373134329,0.6865671641791045,0.6617210682492581,0.028111473502784947,287,0.8104089219330854,0.8327137546468402,0.8074074074074075,0.8,0.8,0.8101060167974665,0.012022871585845455
245,1.0650734901428223,0.591713026244962,0.00435638427734375,0.0016599109612312566,0.75,600,8,2,5,100,deviance,1,"{'subsample': 0.75, 'n_estimators': 600, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 5, 'max_depth': 100, 'loss': 'deviance', 'learning_rate': 1}",0.6029411764705882,0.7205882352941176,0.6865671641791045,0.5223880597014925,0.7761194029850746,0.6617210682492581,0.08933473447538232,287,0.724907063197026,1.0,0.7185185185185186,0.7666666666666667,1.0,0.8420184496764422,0.13004733102002902
156,0.016486597061157227,0.0037841672480142235,0.0018857479095458984,0.00029218663683103365,0.5,2,15,2,25,,exponential,1,"{'subsample': 0.5, 'n_estimators': 2, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 25, 'max_depth': None, 'loss': 'exponential', 'learning_rate': 1}",0.6323529411764706,0.6617647058823529,0.6417910447761194,0.746268656716418,0.6268656716417911,0.6617210682492581,0.04376888268586652,287,0.8141263940520446,0.8438661710037175,0.7962962962962963,0.8074074074074075,0.8037037037037037,0.8130799944926338,0.01643574893062883
280,0.03229823112487793,0.005307757768343924,0.0019043922424316407,0.0002472782795214621,0.75,25,15,10,2,200,exponential,0.01,"{'subsample': 0.75, 'n_estimators': 25, 'min_samples_split': 15, 'min_samples_leaf': 10, 'max_features': 2, 'max_depth': 200, 'loss': 'exponential', 'learning_rate': 0.01}",0.6029411764705882,0.6470588235294118,0.6865671641791045,0.6865671641791045,0.6865671641791045,0.6617210682492581,0.03329781574358919,287,0.7286245353159851,0.6877323420074349,0.6703703703703704,0.6962962962962963,0.7222222222222222,0.7010491532424619,0.021678631763353818
89,0.05613641738891602,0.0023691789856635894,0.0018524169921875,0.0001377391488335971,0.5,25,8,5,sqrt,10,exponential,1,"{'subsample': 0.5, 'n_estimators': 25, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 10, 'loss': 'exponential', 'learning_rate': 1}",0.6029411764705882,0.5882352941176471,0.6567164179104478,0.7014925373134329,0.7313432835820896,0.655786350148368,0.05508852208627669,291,0.9925650557620818,0.9962825278810409,0.9925925925925926,0.9962962962962963,0.9888888888888889,0.9933250722841802,0.002770147666341527
247,0.023488426208496095,0.004838704811701424,0.0018549442291259765,0.00020686377539505925,0.25,25,50,1,5,200,deviance,0.01,"{'subsample': 0.25, 'n_estimators': 25, 'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': 5, 'max_depth': 200, 'loss': 'deviance', 'learning_rate': 0.01}",0.6323529411764706,0.6176470588235294,0.6268656716417911,0.6865671641791045,0.7014925373134329,0.6528189910979229,0.034139351127793226,292,0.7360594795539034,0.6877323420074349,0.6851851851851852,0.6851851851851852,0.6777777777777778,0.6943879939418973,0.021100204145118366
154,0.02549581527709961,0.002927856651667327,0.0017232418060302735,4.1609172176840576e-05,0.75,10,20,1,2,150,deviance,1,"{'subsample': 0.75, 'n_estimators': 10, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': 2, 'max_depth': 150, 'loss': 'deviance', 'learning_rate': 1}",0.7205882352941176,0.6323529411764706,0.6567164179104478,0.5223880597014925,0.7313432835820896,0.6528189910979229,0.07498263560788032,292,1.0,0.9962825278810409,0.9888888888888889,0.9185185185185185,1.0,0.9807379870576897,0.03137318122392771
258,0.04036459922790527,0.003951246270789577,0.0016958236694335938,1.225239549943763e-05,0.25,50,10,5,1,75,exponential,0.01,"{'subsample': 0.25, 'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 1, 'max_depth': 75, 'loss': 'exponential', 'learning_rate': 0.01}",0.5882352941176471,0.7205882352941176,0.6417910447761194,0.7014925373134329,0.6119402985074627,0.6528189910979229,0.05094867582386171,292,0.7063197026022305,0.7620817843866171,0.674074074074074,0.6925925925925925,0.6777777777777778,0.7025691862866583,0.03188082019910726
248,0.18086767196655273,0.006716719129684335,0.0028963565826416017,0.0011866954626916087,0.25,200,8,10,25,200,deviance,0.001,"{'subsample': 0.25, 'n_estimators': 200, 'min_samples_split': 8, 'min_samples_leaf': 10, 'max_features': 25, 'max_depth': 200, 'loss': 'deviance', 'learning_rate': 0.001}",0.6470588235294118,0.6323529411764706,0.6716417910447762,0.6865671641791045,0.6119402985074627,0.6498516320474778,0.026674189591055067,295,0.7100371747211895,0.7323420074349443,0.6962962962962963,0.7,0.7074074074074074,0.7092165771719674,0.012574664632471576
142,2.2232414722442626,0.038539211051428525,0.005936145782470703,0.0005997197070861748,1,800,20,5,25,20,deviance,0.0001,"{'subsample': 1, 'n_estimators': 800, 'min_samples_split': 20, 'min_samples_leaf': 5, 'max_features': 25, 'max_depth': 20, 'loss': 'deviance', 'learning_rate': 0.0001}",0.6029411764705882,0.6617647058823529,0.6417910447761194,0.6417910447761194,0.6865671641791045,0.6468842729970327,0.02752651215303986,296,0.828996282527881,0.828996282527881,0.8074074074074075,0.7888888888888889,0.774074074074074,0.8056725870852265,0.021776857851468746
443,0.01900339126586914,0.0009219835546767559,0.0018280506134033202,0.00010955686272976257,0.75,10,50,3,10,200,exponential,0.01,"{'subsample': 0.75, 'n_estimators': 10, 'min_samples_split': 50, 'min_samples_leaf': 3, 'max_features': 10, 'max_depth': 200, 'loss': 'exponential', 'learning_rate': 0.01}",0.6176470588235294,0.6911764705882353,0.6417910447761194,0.6716417910447762,0.6119402985074627,0.6468842729970327,0.030628763855244327,296,0.7211895910780669,0.7620817843866171,0.7111111111111111,0.6925925925925925,0.6962962962962963,0.7166542750929368,0.024933376121470733
367,0.16451506614685057,0.008244431545718692,0.001873159408569336,8.171277774018152e-05,0.25,200,50,10,100,100,exponential,0.001,"{'subsample': 0.25, 'n_estimators': 200, 'min_samples_split': 50, 'min_samples_leaf': 10, 'max_features': 100, 'max_depth': 100, 'loss': 'exponential', 'learning_rate': 0.001}",0.6176470588235294,0.6470588235294118,0.6567164179104478,0.6865671641791045,0.6268656716417911,0.6468842729970327,0.02417562728959899,296,0.6914498141263941,0.6914498141263941,0.6925925925925925,0.6888888888888889,0.6703703703703704,0.686950296020928,0.008378292354068076
130,0.009033823013305664,0.0017848549790738842,0.0016590118408203124,4.9473228205735097e-05,0.75,2,8,10,2,75,deviance,1,"{'subsample': 0.75, 'n_estimators': 2, 'min_samples_split': 8, 'min_samples_leaf': 10, 'max_features': 2, 'max_depth': 75, 'loss': 'deviance', 'learning_rate': 1}",0.6470588235294118,0.5735294117647058,0.5223880597014925,0.7164179104477612,0.746268656716418,0.6409495548961425,0.08400590030529126,299,0.7100371747211895,0.7100371747211895,0.7555555555555555,0.7185185185185186,0.7925925925925926,0.7373482032218093,0.03234127955880708
306,0.030973434448242188,0.00207526402653327,0.0017024993896484375,2.1943007771625245e-05,1,10,12,4,5,,exponential,0.01,"{'subsample': 1, 'n_estimators': 10, 'min_samples_split': 12, 'min_samples_leaf': 4, 'max_features': 5, 'max_depth': None, 'loss': 'exponential', 'learning_rate': 0.01}",0.6470588235294118,0.6176470588235294,0.7164179104477612,0.6417910447761194,0.582089552238806,0.6409495548961425,0.04402683335058734,299,0.8736059479553904,0.8698884758364313,0.8333333333333334,0.8074074074074075,0.8222222222222222,0.841291477350957,0.026218741678930284
376,0.009795665740966797,0.0009249536949830868,0.0017298221588134765,0.00021429056584383447,0.25,2,12,3,100,10,deviance,0.1,"{'subsample': 0.25, 'n_estimators': 2, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 100, 'max_depth': 10, 'loss': 'deviance', 'learning_rate': 0.1}",0.6470588235294118,0.7058823529411765,0.6417910447761194,0.6716417910447762,0.5373134328358209,0.6409495548961425,0.056400865562034525,299,0.7063197026022305,0.7360594795539034,0.7555555555555555,0.7481481481481481,0.7,0.7292165771719675,0.022256894310005555
349,0.010931396484375,0.0025647173985325275,0.0027626991271972657,0.0017210428902200508,0.5,2,50,10,sqrt,,deviance,1,"{'subsample': 0.5, 'n_estimators': 2, 'min_samples_split': 50, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': None, 'loss': 'deviance', 'learning_rate': 1}",0.6617647058823529,0.6029411764705882,0.6417910447761194,0.7014925373134329,0.5970149253731343,0.6409495548961425,0.03862078192665663,299,0.7732342007434945,0.7472118959107806,0.762962962962963,0.7333333333333333,0.6888888888888889,0.7411262563678921,0.029442381242524986
120,0.0717864990234375,0.008728753512774936,0.00343475341796875,0.001351357663947601,0.5,10,12,2,50,100,deviance,1,"{'subsample': 0.5, 'n_estimators': 10, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 50, 'max_depth': 100, 'loss': 'deviance', 'learning_rate': 1}",0.6470588235294118,0.6029411764705882,0.6119402985074627,0.7313432835820896,0.582089552238806,0.6350148367952523,0.052387142170813965,303,0.8661710037174721,0.8773234200743495,0.9148148148148149,0.9925925925925926,0.9,0.9101803662398458,0.04457195513713938
187,0.008941268920898438,0.0001827824868308842,0.001569223403930664,9.260938752594492e-05,0.5,2,10,5,sqrt,10,deviance,0.1,"{'subsample': 0.5, 'n_estimators': 2, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 10, 'loss': 'deviance', 'learning_rate': 0.1}",0.7058823529411765,0.6029411764705882,0.5671641791044776,0.7164179104477612,0.5671641791044776,0.6320474777448071,0.0660313236131113,304,0.79182156133829,0.7769516728624535,0.7888888888888889,0.7592592592592593,0.7592592592592593,0.7752361283216302,0.013963797782844307
265,0.0078399658203125,0.001298855433681694,0.0017136096954345702,7.677353682226931e-05,0.75,2,50,5,1,,deviance,1,"{'subsample': 0.75, 'n_estimators': 2, 'min_samples_split': 50, 'min_samples_leaf': 5, 'max_features': 1, 'max_depth': None, 'loss': 'deviance', 'learning_rate': 1}",0.6617647058823529,0.6911764705882353,0.6716417910447762,0.5223880597014925,0.5970149253731343,0.629080118694362,0.061816720118219454,305,0.7286245353159851,0.620817843866171,0.7148148148148148,0.5259259259259259,0.6814814814814815,0.6543329202808758,0.07419698720643322
436,0.06276769638061523,0.006158907343943725,0.0019525527954101563,7.748165118196225e-05,0.25,50,15,10,10,,exponential,1,"{'subsample': 0.25, 'n_estimators': 50, 'min_samples_split': 15, 'min_samples_leaf': 10, 'max_features': 10, 'max_depth': None, 'loss': 'exponential', 'learning_rate': 1}",0.6029411764705882,0.5735294117647058,0.7164179104477612,0.6417910447761194,0.6119402985074627,0.629080118694362,0.048657861923404475,305,0.7955390334572491,0.7472118959107806,0.774074074074074,0.8074074074074075,0.8296296296296296,0.790772408095828,0.028233597594656813
