,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
28,0.9666255950927735,0.07022925652143032,0.00444340705871582,0.0007107063410446671,0.01,exponential,10,5,1,50,800,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 800, 'subsample': 0.5}",0.782608695652174,0.8208955223880597,0.8208955223880597,0.8507462686567164,0.7761194029850746,0.8100890207715133,0.02755198086646874,54,0.9925373134328358,0.9925925925925926,0.9851851851851852,0.9925925925925926,0.9888888888888889,0.9903593145384189,0.0029547421908985363
29,1.0199652671813966,0.04003483984778201,0.00472569465637207,0.0002510853057788176,0.01,exponential,10,5,1,50,1000,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 1000, 'subsample': 0.5}",0.7391304347826086,0.8059701492537313,0.8507462686567164,0.8805970149253731,0.7611940298507462,0.8071216617210683,0.053083131765629,55,0.996268656716418,1.0,0.9962962962962963,1.0,1.0,0.9985129906025427,0.0018212281067527905
52,0.060126972198486325,0.007713983930726532,0.0019153594970703126,0.00039466085266007077,0.01,exponential,10,50,1,50,25,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 50, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 25, 'subsample': 0.5}",0.7536231884057971,0.8059701492537313,0.8656716417910447,0.8507462686567164,0.746268656716418,0.8041543026706232,0.04871960609849868,56,0.8917910447761194,0.9222222222222223,0.8962962962962963,0.8888888888888888,0.9037037037037037,0.9005804311774461,0.01191990970583137
18,0.845816707611084,0.196406966921788,0.006669950485229492,0.0017833069761799066,0.01,exponential,10,2,1,50,800,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 2, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 800, 'subsample': 0.5}",0.782608695652174,0.8208955223880597,0.8208955223880597,0.8208955223880597,0.7611940298507462,0.8011869436201781,0.024906442398687577,57,0.9738805970149254,0.9888888888888889,0.9814814814814815,0.9851851851851852,0.9777777777777777,0.9814427860696517,0.005292834491053403
9,0.971306037902832,0.030727835291864822,0.00499110221862793,0.0004071203543544639,0.01,exponential,10,1,1,50,1000,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 1, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 1000, 'subsample': 0.5}",0.7536231884057971,0.835820895522388,0.8059701492537313,0.8507462686567164,0.7611940298507462,0.8011869436201781,0.03889123784474379,57,0.9888059701492538,0.9925925925925926,0.9888888888888889,0.9851851851851852,0.9814814814814815,0.9873908236594804,0.0037706870755484286
24,0.1155637264251709,0.006596038515239639,0.002412891387939453,0.0008312993711091325,0.01,exponential,10,5,1,50,100,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 5, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 100, 'subsample': 0.5}",0.7536231884057971,0.7910447761194029,0.835820895522388,0.8656716417910447,0.746268656716418,0.798219584569733,0.04625657034497622,59,0.914179104477612,0.9074074074074074,0.8629629629629629,0.8814814814814815,0.9,0.8932061912658928,0.01865376714399405
19,1.6658990383148193,0.18078871230848004,0.008415794372558594,0.007453800114028485,0.01,exponential,10,2,1,50,1000,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 2, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 1000, 'subsample': 0.5}",0.7536231884057971,0.835820895522388,0.8208955223880597,0.8208955223880597,0.7611940298507462,0.798219584569733,0.03413668989443043,59,0.9925373134328358,0.9962962962962963,0.9851851851851852,0.9925925925925926,0.9925925925925926,0.9918407960199005,0.003626683635943142
8,0.9278488636016846,0.052438183352076256,0.0055748939514160155,0.0014804495602516587,0.01,exponential,10,1,1,50,800,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 1, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 800, 'subsample': 0.5}",0.7536231884057971,0.8208955223880597,0.8208955223880597,0.8208955223880597,0.7611940298507462,0.7952522255192879,0.03126730141118268,61,0.9776119402985075,0.9851851851851852,0.9814814814814815,0.9888888888888889,0.9666666666666667,0.979966832504146,0.007636339240308975
17,0.5534976959228516,0.02652183345160653,0.0038405418395996093,0.0004934394363490968,0.01,exponential,10,2,1,50,600,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 2, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 600, 'subsample': 0.5}",0.7536231884057971,0.8507462686567164,0.7910447761194029,0.8208955223880597,0.7611940298507462,0.7952522255192879,0.036495967803979415,61,0.9701492537313433,0.9703703703703703,0.9592592592592593,0.9592592592592593,0.9629629629629629,0.9644002211166389,0.004972298196108873
34,0.11875061988830567,0.004040849168441349,0.002120780944824219,0.000310842656874732,0.01,exponential,10,10,1,50,100,0.5,"{'learning_rate': 0.01, 'loss': 'exponential', 'max_depth': 10, 'max_features': 10, 'min_samples_leaf': 1, 'min_samples_split': 50, 'n_estimators': 100, 'subsample': 0.5}",0.782608695652174,0.7910447761194029,0.8208955223880597,0.835820895522388,0.7313432835820896,0.7922848664688428,0.036019617490564745,63,0.917910447761194,0.9,0.9111111111111111,0.8925925925925926,0.9148148148148149,0.9072857932559424,0.009520246160523377
