,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
210,1.5387616157531738,0.032098746703144033,0.020726919174194336,0.000926075092862734,200,50,3,100,30,False,"{'n_estimators': 200, 'min_samples_split': 50, 'min_samples_leaf': 3, 'max_features': 100, 'max_depth': 30, 'bootstrap': False}",0.896551724137931,0.8275862068965517,0.7586206896551724,0.75,0.7142857142857143,0.7899716419873997,0.06492632898564796,20,0.956140350877193,0.9473684210526315,0.9473684210526315,0.9391304347826087,0.9565217391304348,0.9493058733790999,0.006478052097333989
181,9.003904867172242,0.5140025973178363,0.12048525810241699,0.02745524993304334,800,8,1,100,,False,"{'n_estimators': 800, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 100, 'max_depth': None, 'bootstrap': False}",0.8620689655172413,0.7586206896551724,0.7586206896551724,0.8214285714285714,0.7142857142857143,0.7832987385069652,0.05214971065949444,21,1.0,1.0,0.9912280701754386,1.0,1.0,0.9982456140350877,0.0035087719298245723
61,0.34328255653381345,0.014385146115491784,0.008499622344970703,0.0014584631384220565,50,8,3,100,100,True,"{'n_estimators': 50, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 100, 'max_depth': 100, 'bootstrap': True}",0.8620689655172413,0.7586206896551724,0.7241379310344828,0.7857142857142857,0.7857142857142857,0.7832293052286913,0.0456444072243027,22,0.9736842105263158,0.9473684210526315,0.9649122807017544,0.9652173913043478,0.9826086956521739,0.9667581998474446,0.01167007173371499
55,6.793916797637939,0.11870962481254071,0.12254819869995118,0.046254896044420145,1000,15,1,100,75,True,"{'n_estimators': 1000, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 100, 'max_depth': 75, 'bootstrap': True}",0.8620689655172413,0.7586206896551724,0.7241379310344828,0.7857142857142857,0.7857142857142857,0.7832293052286913,0.0456444072243027,22,0.9912280701754386,0.9824561403508771,0.9824561403508771,0.9826086956521739,0.9826086956521739,0.9842715484363082,0.003478929907419715
120,0.23326001167297364,0.0014529269258762286,0.007404470443725586,0.0006556028625782325,50,15,1,50,10,False,"{'n_estimators': 50, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 50, 'max_depth': 10, 'bootstrap': False}",0.8620689655172413,0.7931034482758621,0.7241379310344828,0.7857142857142857,0.75,0.7831927613980209,0.04686074868954129,24,0.9736842105263158,0.9649122807017544,0.9649122807017544,0.9565217391304348,0.9739130434782609,0.9667887109077039,0.006492406636633538
458,0.7784552097320556,0.04597077443423159,0.015249156951904297,0.008330024401085524,100,12,3,75,40,False,"{'n_estimators': 100, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 75, 'max_depth': 40, 'bootstrap': False}",0.896551724137931,0.7931034482758621,0.7241379310344828,0.7857142857142857,0.7142857142857143,0.7831562175673503,0.06517381549721737,25,0.9912280701754386,1.0,0.9824561403508771,1.0,0.991304347826087,0.9929977116704805,0.006560303677669311
6,3.9161893367767333,0.037947032861404544,0.07433562278747559,0.017712438547064866,600,20,5,75,20,False,"{'n_estimators': 600, 'min_samples_split': 20, 'min_samples_leaf': 5, 'max_features': 75, 'max_depth': 20, 'bootstrap': False}",0.896551724137931,0.7586206896551724,0.7586206896551724,0.7857142857142857,0.7142857142857143,0.7831562175673503,0.06138214663726599,25,0.9736842105263158,0.9824561403508771,0.9473684210526315,0.9739130434782609,0.9739130434782609,0.9702669717772693,0.01192631254135298
142,5.836563301086426,0.22247021699502936,0.10749621391296386,0.026036316190783528,1000,12,1,100,30,True,"{'n_estimators': 1000, 'min_samples_split': 12, 'min_samples_leaf': 1, 'max_features': 100, 'max_depth': 30, 'bootstrap': True}",0.8620689655172413,0.7931034482758621,0.7241379310344828,0.75,0.7857142857142857,0.7830867842890763,0.046895298118579024,27,0.9912280701754386,0.9912280701754386,0.9824561403508771,0.9826086956521739,0.9826086956521739,0.9860259344012204,0.0042478913386440765
349,3.5760948181152346,0.3781049019278022,0.10903539657592773,0.05284024272946113,600,15,3,50,,False,"{'n_estimators': 600, 'min_samples_split': 15, 'min_samples_leaf': 3, 'max_features': 50, 'max_depth': None, 'bootstrap': False}",0.896551724137931,0.7241379310344828,0.7586206896551724,0.75,0.7857142857142857,0.7830867842890763,0.06032200168785789,27,0.9912280701754386,0.9912280701754386,0.9736842105263158,0.991304347826087,1.0,0.989488939740656,0.008597868447111775
241,5.197309732437134,0.1056274704604967,0.097564697265625,0.00847641451458757,1000,8,3,50,50,False,"{'n_estimators': 1000, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 50, 'max_depth': 50, 'bootstrap': False}",0.896551724137931,0.7931034482758621,0.7241379310344828,0.75,0.75,0.7830502404584059,0.0612474597676845,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
