,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
29,1.3139453887939454,0.0909669518402457,0.12167706489562988,0.010669983620579956,True,20,5,2,20,1000,"{'bootstrap': True, 'max_depth': 20, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 1000}",0.7941176470588235,0.7794117647058824,0.75,0.7611940298507462,0.8181818181818182,0.7804154302670623,0.024032125788251427,54,0.9368029739776952,0.9330855018587361,0.9330855018587361,0.9518518518518518,0.9372693726937269,0.9384190404481492,0.00694646812069912
41,0.025029802322387697,0.0012506921236109865,0.0027685165405273438,8.647241700524373e-05,True,20,25,2,20,10,"{'bootstrap': True, 'max_depth': 20, 'max_features': 25, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 10}",0.8676470588235294,0.7647058823529411,0.7647058823529411,0.6865671641791045,0.8181818181818182,0.7804154302670623,0.060542498233270584,54,0.9330855018587361,0.9330855018587361,0.9405204460966543,0.9259259259259259,0.915129151291513,0.929549305406313,0.008560899745949563
82,0.04787421226501465,0.006062541603103,0.004070758819580078,0.0002317607641171027,True,20,auto,2,20,25,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 25}",0.8382352941176471,0.75,0.7647058823529411,0.746268656716418,0.7878787878787878,0.7774480712166172,0.033837313426011636,59,0.9219330855018587,0.9368029739776952,0.9479553903345725,0.9592592592592593,0.922509225092251,0.9376919868331273,0.014492303201647906
51,0.03592772483825683,0.002035257456583298,0.00305323600769043,0.0003722544772274885,True,20,50,2,20,10,"{'bootstrap': True, 'max_depth': 20, 'max_features': 50, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 10}",0.7794117647058824,0.8088235294117647,0.7794117647058824,0.7910447761194029,0.7272727272727273,0.7774480712166172,0.027018542986112736,59,0.9405204460966543,0.9144981412639405,0.9628252788104089,0.9518518518518518,0.933579335793358,0.9406550107632426,0.016438705189760174
22,0.03205547332763672,0.0009318185112196972,0.0038995265960693358,6.345310603083731e-05,True,20,5,2,20,25,"{'bootstrap': True, 'max_depth': 20, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 25}",0.7647058823529411,0.8088235294117647,0.8235294117647058,0.7164179104477612,0.7727272727272727,0.7774480712166172,0.03748008415371998,59,0.9330855018587361,0.9368029739776952,0.9330855018587361,0.9444444444444444,0.9040590405904059,0.9302954925460035,0.01375834197537522
26,0.4648899078369141,0.004269657499411981,0.03855090141296387,0.0011930289732217014,True,20,5,2,20,400,"{'bootstrap': True, 'max_depth': 20, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 400}",0.7941176470588235,0.7941176470588235,0.75,0.7611940298507462,0.7878787878787878,0.7774480712166172,0.018384591962157287,59,0.9516728624535316,0.9368029739776952,0.9368029739776952,0.9629629629629629,0.933579335793358,0.9443642218330485,0.011224866186162108
33,0.10343647003173828,0.0070154033510562335,0.008962678909301757,0.0017740609834182765,True,20,10,2,20,50,"{'bootstrap': True, 'max_depth': 20, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 50}",0.8235294117647058,0.7647058823529411,0.7352941176470589,0.7611940298507462,0.803030303030303,0.7774480712166172,0.0316305522105586,59,0.9516728624535316,0.9405204460966543,0.9442379182156134,0.9555555555555556,0.933579335793358,0.9451132236229427,0.0078353237483356
25,0.23633241653442383,0.0017087666179088589,0.019858026504516603,0.00026296372183203475,True,20,5,2,20,200,"{'bootstrap': True, 'max_depth': 20, 'max_features': 5, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 200}",0.7647058823529411,0.75,0.75,0.7611940298507462,0.8484848484848485,0.7744807121661721,0.03699735512728218,64,0.9405204460966543,0.9368029739776952,0.9368029739776952,0.9407407407407408,0.948339483394834,0.9406413236375238,0.004213122713892429
92,0.05247173309326172,0.005919401577801991,0.004746866226196289,0.00047309579300041705,True,20,sqrt,2,20,25,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 25}",0.8235294117647058,0.7352941176470589,0.7941176470588235,0.746268656716418,0.7727272727272727,0.7744807121661721,0.03212382163751516,64,0.9479553903345725,0.9442379182156134,0.9479553903345725,0.937037037037037,0.940959409594096,0.9436290291031784,0.004204444712054307
83,0.08294777870178223,0.002800901983851095,0.005983972549438476,8.523783977885655e-05,True,20,auto,2,20,50,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 50}",0.8235294117647058,0.75,0.75,0.7611940298507462,0.7575757575757576,0.7685459940652819,0.02798462894598883,66,0.9479553903345725,0.929368029739777,0.9442379182156134,0.9518518518518518,0.9446494464944649,0.9436125273272559,0.007630451551044502
