0.125 0.0625 0.001 0.528185276824434 0.5929203539823009
0.125 0.0625 0.006 0.528185276824434 0.5929203539823009
0.125 0.0625 0.011 0.528185276824434 0.5929203539823009
0.125 0.0625 0.016 0.528185276824434 0.5929203539823009
0.125 0.125 0.001 0.528185276824434 0.5929203539823009
0.125 0.125 0.006 0.528185276824434 0.5929203539823009
0.125 0.125 0.011 0.528185276824434 0.5929203539823009
0.125 0.125 0.016 0.528185276824434 0.5929203539823009
0.125 0.25 0.001 0.528185276824434 0.5929203539823009
0.125 0.25 0.006 0.528185276824434 0.5929203539823009
0.125 0.25 0.011 0.528185276824434 0.5929203539823009
0.125 0.25 0.016 0.528185276824434 0.5929203539823009
0.125 0.5 0.001 0.528185276824434 0.5929203539823009
0.125 0.5 0.006 0.528185276824434 0.5929203539823009
0.125 0.5 0.011 0.528185276824434 0.5929203539823009
0.125 0.5 0.016 0.528185276824434 0.5929203539823009
0.125 2 0.001 0.528185276824434 0.5929203539823009
0.125 2 0.006 0.528185276824434 0.5929203539823009
0.125 2 0.011 0.528185276824434 0.5929203539823009
0.125 2 0.016 0.528185276824434 0.5929203539823009
0.125 4 0.001 0.528185276824434 0.5929203539823009
0.125 4 0.006 0.528185276824434 0.5929203539823009
0.125 4 0.011 0.528185276824434 0.5929203539823009
0.125 4 0.016 0.528185276824434 0.5929203539823009
0.125 8 0.001 0.528185276824434 0.5929203539823009
0.125 8 0.006 0.528185276824434 0.5929203539823009
0.125 8 0.011 0.528185276824434 0.5929203539823009
0.125 8 0.016 0.528185276824434 0.5929203539823009
0.125 16 0.001 0.528185276824434 0.5929203539823009
0.125 16 0.006 0.528185276824434 0.5929203539823009
0.125 16 0.011 0.528185276824434 0.5929203539823009
0.125 16 0.016 0.528185276824434 0.5929203539823009
0.125 32 0.001 0.528185276824434 0.5929203539823009
0.125 32 0.006 0.528185276824434 0.5929203539823009
0.125 32 0.011 0.528185276824434 0.5929203539823009
0.125 32 0.016 0.528185276824434 0.5929203539823009
0.125 auto 0.001 0.6794716258280789 0.7699115044247787
0.125 auto 0.006 0.6794716258280789 0.7699115044247787
0.125 auto 0.011 0.6794716258280789 0.7610619469026548
0.125 auto 0.016 0.6794716258280789 0.7610619469026548
0.25 0.0625 0.001 0.528185276824434 0.5929203539823009
0.25 0.0625 0.006 0.528185276824434 0.5929203539823009
0.25 0.0625 0.011 0.528185276824434 0.5929203539823009
0.25 0.0625 0.016 0.528185276824434 0.5929203539823009
0.25 0.125 0.001 0.528185276824434 0.5929203539823009
0.25 0.125 0.006 0.528185276824434 0.5929203539823009
0.25 0.125 0.011 0.528185276824434 0.5929203539823009
0.25 0.125 0.016 0.528185276824434 0.5929203539823009
0.25 0.25 0.001 0.528185276824434 0.5929203539823009
0.25 0.25 0.006 0.528185276824434 0.5929203539823009
0.25 0.25 0.011 0.528185276824434 0.5929203539823009
