1 10 2 2 0.6319273199221285 0.672566371681416
1 10 2 4 0.599524118537746 0.6814159292035398
1 10 2 8 0.6114644170452086 0.6902654867256637
1 10 2 16 0.6406229720960416 0.5929203539823009
1 10 2 32 0.6117239887518927 0.6283185840707964
1 10 4 2 0.6381570408825439 0.7079646017699115
1 10 4 4 0.6469392169586848 0.6991150442477876
1 10 4 8 0.6703006705602423 0.6991150442477876
1 10 4 16 0.6321868916288125 0.7433628318584071
1 10 4 32 0.6202465931213498 0.7079646017699115
1 10 6 2 0.6500108154877785 0.7433628318584071
1 10 6 4 0.6591390871728314 0.6991150442477876
1 10 6 8 0.6261302184728532 0.7433628318584071
1 10 6 16 0.6853990914990267 0.6814159292035398
1 10 6 32 0.6618645900930132 0.6548672566371682
1 10 8 2 0.6616915422885572 0.7345132743362832
1 10 8 4 0.6590525632706035 0.8053097345132744
1 10 8 8 0.6765303915206576 0.7876106194690266
1 10 8 16 0.6616050183863292 0.6371681415929203
1 10 8 32 0.6675751676400605 0.7876106194690266
1 10 10 2 0.6469392169586847 0.7256637168141593
1 10 10 4 0.6975124378109452 0.7345132743362832
1 10 10 8 0.6679212632489725 0.6814159292035398
1 10 10 16 0.7004109885355829 0.6991150442477876
1 10 10 32 0.6440406662340472 0.7168141592920354
1 10 15 2 0.6531689379191002 0.7345132743362832
1 10 15 4 0.6796885139519793 0.7345132743362832
1 10 15 8 0.6528228423101882 0.7079646017699115
1 10 15 16 0.6914557646549859 0.7522123893805309
1 10 15 32 0.689162881245944 0.7168141592920354
1 10 25 2 0.6854856154012545 0.7610619469026548
1 10 25 4 0.7060350421804023 0.6814159292035398
1 10 25 8 0.6916288124594419 0.7699115044247787
1 10 25 16 0.6619511139952412 0.7079646017699115
1 10 25 32 0.6797750378542072 0.7876106194690266
1 10 50 2 0.6558079169370539 0.7964601769911505
1 10 50 4 0.6737183646982479 0.7256637168141593
1 10 50 8 0.6618645900930132 0.7168141592920354
1 10 50 16 0.6941812675751676 0.6991150442477876
1 10 50 32 0.6826735885788449 0.7699115044247787
1 10 auto 2 0.7091066407094959 0.7256637168141593
1 10 auto 4 0.6680943110534285 0.7168141592920354
1 10 auto 8 0.6674021198356046 0.7610619469026548
1 10 auto 16 0.6590525632706036 0.7079646017699115
1 10 auto 32 0.6913692407527579 0.6991150442477876
1 25 2 2 0.6202465931213499 0.6814159292035398
1 25 2 4 0.6412286394116375 0.6991150442477876
1 25 2 8 0.6174345662989401 0.6814159292035398
1 25 2 16 0.6322734155310406 0.7079646017699115
1 25 2 32 0.6529958901146442 0.672566371681416
1 25 4 2 0.6738048886004758 0.7433628318584071
1 25 4 4 0.6410555916071814 0.6814159292035398
1 25 4 8 0.6499242915855505 0.7256637168141593
1 25 4 16 0.6587064676616915 0.6814159292035398
1 25 4 32 0.6587064676616915 0.7079646017699115
1 25 6 2 0.6708198139736102 0.7168141592920354
1 25 6 4 0.6678347393467445 0.7433628318584071
 25 6 8 0.7059847819724905 0.7787610619469026
1 25 6 16 0.6675313273206162 0.7522123893805309
1 25 6 32 0.7122236411525261 0.7256637168141593
1 25 8 2 0.7210937292148882 0.7876106194690266
1 25 8 4 0.7061204671828026 0.8141592920353983
1 25 8 8 0.6910607390853221 0.8230088495575221
1 25 8 16 0.7118232367573895 0.7522123893805309
1 25 8 32 0.7328557746029212 0.7699115044247787
1 25 10 2 0.7299159283794928 0.7433628318584071
1 25 10 4 0.6736345012903397 0.7876106194690266
