0.125 0.0625 0.001 0.5222582738481505 0.6106194690265486
0.125 0.0625 0.006 0.5222582738481505 0.6106194690265486
0.125 0.0625 0.011 0.5222582738481505 0.6106194690265486
0.125 0.0625 0.016 0.5222582738481505 0.6106194690265486
0.125 0.125 0.001 0.5222582738481505 0.6106194690265486
0.125 0.125 0.006 0.5222582738481505 0.6106194690265486
0.125 0.125 0.011 0.5222582738481505 0.6106194690265486
0.125 0.125 0.016 0.5222582738481505 0.6106194690265486
0.125 0.25 0.001 0.5222582738481505 0.6106194690265486
0.125 0.25 0.006 0.5222582738481505 0.6106194690265486
0.125 0.25 0.011 0.5222582738481505 0.6106194690265486
0.125 0.25 0.016 0.5222582738481505 0.6106194690265486
0.125 0.5 0.001 0.5222582738481505 0.6106194690265486
0.125 0.5 0.006 0.5222582738481505 0.6106194690265486
0.125 0.5 0.011 0.5222582738481505 0.6106194690265486
0.125 0.5 0.016 0.5222582738481505 0.6106194690265486
0.125 2 0.001 0.5222582738481505 0.6106194690265486
0.125 2 0.006 0.5222582738481505 0.6106194690265486
0.125 2 0.011 0.5222582738481505 0.6106194690265486
0.125 2 0.016 0.5222582738481505 0.6106194690265486
0.125 4 0.001 0.5222582738481505 0.6106194690265486
0.125 4 0.006 0.5222582738481505 0.6106194690265486
0.125 4 0.011 0.5222582738481505 0.6106194690265486
0.125 4 0.016 0.5222582738481505 0.6106194690265486
0.125 8 0.001 0.5222582738481505 0.6106194690265486
0.125 8 0.006 0.5222582738481505 0.6106194690265486
0.125 8 0.011 0.5222582738481505 0.6106194690265486
0.125 8 0.016 0.5222582738481505 0.6106194690265486
0.125 16 0.001 0.5222582738481505 0.6106194690265486
0.125 16 0.006 0.5222582738481505 0.6106194690265486
0.125 16 0.011 0.5222582738481505 0.6106194690265486
0.125 16 0.016 0.5222582738481505 0.6106194690265486
0.125 32 0.001 0.5222582738481505 0.6106194690265486
0.125 32 0.006 0.5222582738481505 0.6106194690265486
0.125 32 0.011 0.5222582738481505 0.6106194690265486
0.125 32 0.016 0.5222582738481505 0.6106194690265486
0.125 auto 0.001 0.6940082197707116 0.7433628318584071
0.125 auto 0.006 0.6940082197707116 0.7433628318584071
0.125 auto 0.011 0.6940082197707116 0.7433628318584071
0.125 auto 0.016 0.6940082197707116 0.7433628318584071
0.25 0.0625 0.001 0.5222582738481505 0.6106194690265486
0.25 0.0625 0.006 0.5222582738481505 0.6106194690265486
0.25 0.0625 0.011 0.5222582738481505 0.6106194690265486
0.25 0.0625 0.016 0.5222582738481505 0.6106194690265486
0.25 0.125 0.001 0.5222582738481505 0.6106194690265486
0.25 0.125 0.006 0.5222582738481505 0.6106194690265486
0.25 0.125 0.011 0.5222582738481505 0.6106194690265486
0.25 0.125 0.016 0.5222582738481505 0.6106194690265486
0.25 0.25 0.001 0.5222582738481505 0.6106194690265486
0.25 0.25 0.006 0.5222582738481505 0.6106194690265486
0.25 0.25 0.011 0.5222582738481505 0.6106194690265486
0.25 0.25 0.016 0.5222582738481505 0.6106194690265486
0.25 0.5 0.001 0.5222582738481505 0.6106194690265486
0.25 0.5 0.006 0.5222582738481505 0.6106194690265486
0.25 0.5 0.011 0.5222582738481505 0.6106194690265486
0.25 0.5 0.016 0.5222582738481505 0.6106194690265486
0.25 2 0.001 0.5222582738481505 0.6106194690265486
0.25 2 0.006 0.5222582738481505 0.6106194690265486
0.25 2 0.011 0.5222582738481505 0.6106194690265486
0.25 2 0.016 0.5222582738481505 0.6106194690265486
0.25 4 0.001 0.5222582738481505 0.6106194690265486
0.25 4 0.006 0.5222582738481505 0.6106194690265486
0.25 4 0.011 0.5222582738481505 0.6106194690265486
0.25 4 0.016 0.5222582738481505 0.6106194690265486
0.25 8 0.001 0.5222582738481505 0.6106194690265486
0.25 8 0.006 0.5222582738481505 0.6106194690265486
0.25 8 0.011 0.5222582738481505 0.6106194690265486
0.25 8 0.016 0.5222582738481505 0.6106194690265486
0.25 16 0.001 0.5222582738481505 0.6106194690265486
0.25 16 0.006 0.5222582738481505 0.6106194690265486
0.25 16 0.011 0.5222582738481505 0.6106194690265486
0.25 16 0.016 0.5222582738481505 0.6106194690265486
0.25 32 0.001 0.5222582738481505 0.6106194690265486
0.25 32 0.006 0.5222582738481505 0.6106194690265486
0.25 32 0.011 0.5222582738481505 0.6106194690265486
0.25 32 0.016 0.5222582738481505 0.6106194690265486
0.25 auto 0.001 0.7028769197490807 0.7433628318584071
0.25 auto 0.006 0.7028769197490807 0.7433628318584071
0.25 auto 0.011 0.7028769197490807 0.7433628318584071
0.25 auto 0.016 0.7028769197490807 0.7433628318584071
0.5 0.0625 0.001 0.5222582738481505 0.6106194690265486
0.5 0.0625 0.006 0.5222582738481505 0.6106194690265486
0.5 0.0625 0.011 0.5222582738481505 0.6106194690265486
0.5 0.0625 0.016 0.5222582738481505 0.6106194690265486
0.5 0.125 0.001 0.5222582738481505 0.6106194690265486
0.5 0.125 0.006 0.5222582738481505 0.6106194690265486
0.5 0.125 0.011 0.5222582738481505 0.6106194690265486
0.5 0.125 0.016 0.5222582738481505 0.6106194690265486
0.5 0.25 0.001 0.5222582738481505 0.6106194690265486
0.5 0.25 0.006 0.5222582738481505 0.6106194690265486
0.5 0.25 0.011 0.5222582738481505 0.6106194690265486
0.5 0.25 0.016 0.5222582738481505 0.6106194690265486
0.5 0.5 0.001 0.5222582738481505 0.6106194690265486
0.5 0.5 0.006 0.5222582738481505 0.6106194690265486
0.5 0.5 0.011 0.5222582738481505 0.6106194690265486
0.5 0.5 0.016 0.5222582738481505 0.6106194690265486
0.5 2 0.001 0.5222582738481505 0.6106194690265486
0.5 2 0.006 0.5222582738481505 0.6106194690265486
0.5 2 0.011 0.5222582738481505 0.6106194690265486
0.5 2 0.016 0.5222582738481505 0.6106194690265486
0.5 4 0.001 0.5222582738481505 0.6106194690265486
0.5 4 0.006 0.5222582738481505 0.6106194690265486
0.5 4 0.011 0.5222582738481505 0.6106194690265486
0.5 4 0.016 0.5222582738481505 0.6106194690265486
0.5 8 0.001 0.5222582738481505 0.6106194690265486
0.5 8 0.006 0.5222582738481505 0.6106194690265486
0.5 8 0.011 0.5222582738481505 0.6106194690265486
0.5 8 0.016 0.5222582738481505 0.6106194690265486
0.5 16 0.001 0.5222582738481505 0.6106194690265486
0.5 16 0.006 0.5222582738481505 0.6106194690265486
0.5 16 0.011 0.5222582738481505 0.6106194690265486
0.5 16 0.016 0.5222582738481505 0.6106194690265486
0.5 32 0.001 0.5222582738481505 0.6106194690265486
0.5 32 0.006 0.5222582738481505 0.6106194690265486
0.5 32 0.011 0.5222582738481505 0.6106194690265486
0.5 32 0.016 0.5222582738481505 0.6106194690265486
0.5 auto 0.001 0.7148172182565433 0.7699115044247787
0.5 auto 0.006 0.7148172182565433 0.7699115044247787
0.5 auto 0.011 0.7148172182565433 0.7699115044247787
0.5 auto 0.016 0.7148172182565433 0.7699115044247787
1 0.0625 0.001 0.5281418991996538 0.6106194690265486
1 0.0625 0.006 0.5281418991996538 0.6106194690265486
1 0.0625 0.011 0.5281418991996538 0.6106194690265486
1 0.0625 0.016 0.5281418991996538 0.6106194690265486
1 0.125 0.001 0.5222582738481505 0.6106194690265486
1 0.125 0.006 0.5222582738481505 0.6106194690265486
1 0.125 0.011 0.5222582738481505 0.6106194690265486
1 0.125 0.016 0.5222582738481505 0.6106194690265486
1 0.25 0.001 0.5222582738481505 0.6106194690265486
1 0.25 0.006 0.5222582738481505 0.6106194690265486
1 0.25 0.011 0.5222582738481505 0.6106194690265486
1 0.25 0.016 0.5222582738481505 0.6106194690265486
1 0.5 0.001 0.5222582738481505 0.6106194690265486
1 0.5 0.006 0.5222582738481505 0.6106194690265486
1 0.5 0.011 0.5222582738481505 0.6106194690265486
1 0.5 0.016 0.5222582738481505 0.6106194690265486
1 2 0.001 0.5222582738481505 0.6106194690265486
1 2 0.006 0.5222582738481505 0.6106194690265486
1 2 0.011 0.5222582738481505 0.6106194690265486
1 2 0.016 0.5222582738481505 0.6106194690265486
1 4 0.001 0.5222582738481505 0.6106194690265486
1 4 0.006 0.5222582738481505 0.6106194690265486
1 4 0.011 0.5222582738481505 0.6106194690265486
1 4 0.016 0.5222582738481505 0.6106194690265486
1 8 0.001 0.5222582738481505 0.6106194690265486
1 8 0.006 0.5222582738481505 0.6106194690265486
1 8 0.011 0.5222582738481505 0.6106194690265486
1 8 0.016 0.5222582738481505 0.6106194690265486
1 16 0.001 0.5222582738481505 0.6106194690265486
1 16 0.006 0.5222582738481505 0.6106194690265486
1 16 0.011 0.5222582738481505 0.6106194690265486
1 16 0.016 0.5222582738481505 0.6106194690265486
1 32 0.001 0.5222582738481505 0.6106194690265486
1 32 0.006 0.5222582738481505 0.6106194690265486
1 32 0.011 0.5222582738481505 0.6106194690265486
