0.0125 1 0.7329236172080773 0.6902654867256637
0.0125 2 0.780597014925373 0.7433628318584071
0.0125 3 0.7745829675153643 0.8141592920353983
0.0125 4 0.8042581211589113 0.7964601769911505
0.0125 5 0.7863915715539948 0.7876106194690266
0.0125 6 0.7774802458296751 0.7876106194690266
0.0125 7 0.7833625987708516 0.7964601769911505
0.0125 8 0.78612818261633 0.7699115044247787
0.0125 9 0.7861720807726076 0.7876106194690266
0.0125 10 0.7771290605794556 0.7699115044247787
0.025 1 0.7656277436347674 0.7345132743362832
0.025 2 0.7893766461808603 0.8053097345132744
0.025 3 0.8012291483757682 0.8141592920353983
0.025 4 0.8101404741000879 0.8141592920353983
0.025 5 0.8070676031606674 0.8230088495575221
0.025 6 0.7773924495171203 0.7876106194690266
0.025 7 0.7772168568920105 0.7876106194690266
0.025 8 0.7892449517120281 0.7699115044247787
0.025 9 0.8100087796312556 0.7787610619469026
0.025 10 0.7800702370500439 0.7522123893805309
0.05 1 0.7715539947322212 0.8141592920353983
0.05 2 0.7864354697102721 0.8141592920353983
0.05 3 0.8071553994732221 0.831858407079646
0.05 4 0.8249341527655838 0.8141592920353983
0.05 5 0.8131255487269534 0.8053097345132744
0.05 6 0.8100087796312554 0.8407079646017699
0.05 7 0.7892449517120281 0.831858407079646
0.05 8 0.7953467954345916 0.8141592920353983
0.05 9 0.7980684811237928 0.7345132743362832
0.05 10 0.7741878841088674 0.7876106194690266
0.1 1 0.8011413520632132 0.831858407079646
0.1 2 0.8130377524143986 0.8230088495575221
0.1 3 0.8190079016681299 0.8407079646017699
0.1 4 0.8069359086918351 0.8141592920353983
0.1 5 0.8100526777875329 0.831858407079646
0.1 6 0.8130816505706762 0.8053097345132744
0.1 7 0.7774363476733976 0.8407079646017699
0.1 8 0.7952589991220369 0.8407079646017699
0.1 9 0.8038191395961369 0.6991150442477876
0.1 10 0.762467076382792 0.7876106194690266
0.5 1 0.774451273046532 0.8495575221238938
0.5 2 0.8219051799824406 0.831858407079646
0.5 3 0.8010974539069359 0.8141592920353983
0.5 4 0.8249780509218612 0.8141592920353983
0.5 5 0.7982001755926251 0.831858407079646
0.5 6 0.8159350307287093 0.8495575221238938
0.5 7 0.8069798068481123 0.8230088495575221
0.5 8 0.8130816505706762 0.831858407079646
0.5 9 0.8308165057067602 0.7964601769911505
0.5 10 0.7772168568920105 0.7964601769911505
1 1 0.7802897278314311 0.7699115044247787
1 2 0.827875329236172 0.8407079646017699
1 3 0.8161545215100965 0.8407079646017699
1 4 0.7982440737489026 0.8141592920353983
1 5 0.8100965759438102 0.7964601769911505
1 6 0.7980245829675153 0.7964601769911505
1 7 0.8129499561018436 0.8407079646017699
1 8 0.7982001755926251 0.7876106194690266
1 9 0.821817383669886 0.831858407079646
1 10 0.7713784021071115 0.7610619469026548
