1 2 0.6411325724319579 0.6283185840707964
1 4 0.6469710272168568 0.6814159292035398
1 6 0.6530289727831431 0.6814159292035398
1 8 0.6499122036874451 0.6902654867256637
1 10 0.667910447761194 0.7433628318584071
1 15 0.6231343283582089 0.7168141592920354
1 25 0.6767339771729588 0.7168141592920354
1 50 0.6825724319578579 0.6991150442477876
1 auto 0.6439420544337138 0.672566371681416
2 2 0.6259438103599649 0.6814159292035398
2 4 0.6765144863915715 0.7256637168141593
2 6 0.7120280948200175 0.7610619469026548
2 8 0.6794117647058824 0.7345132743362832
2 10 0.6911764705882353 0.7610619469026548
2 15 0.6914398595258999 0.7433628318584071
2 25 0.6914398595258999 0.7433628318584071
2 50 0.7508779631255488 0.7256637168141593
2 auto 0.7003511852502194 0.7787610619469026
3 2 0.6350307287093943 0.6902654867256637
3 4 0.6855575065847235 0.7433628318584071
3 6 0.7093064091308164 0.7345132743362832
3 8 0.6525899912203688 0.7787610619469026
3 10 0.7005267778753292 0.7610619469026548
3 15 0.7121597892888498 0.7345132743362832
3 25 0.7152765583845478 0.7610619469026548
3 50 0.7271729587357332 0.7433628318584071
3 auto 0.7181738366988586 0.7610619469026548
4 2 0.658955223880597 0.7522123893805309
4 4 0.7062335381913959 0.7610619469026548
4 6 0.6973222124670764 0.7256637168141593
4 8 0.7330992098331869 0.7522123893805309
4 10 0.7091747146619841 0.8053097345132744
4 15 0.7299824407374891 0.7433628318584071
4 25 0.7420105355575066 0.7699115044247787
4 50 0.762686567164179 0.7522123893805309
4 auto 0.7330553116769096 0.7876106194690266
5 2 0.6705882352941177 0.7079646017699115
5 4 0.6678226514486392 0.7433628318584071
5 6 0.717998244073749 0.7345132743362832
5 8 0.718217734855136 0.7699115044247787
5 10 0.7241000877963126 0.7876106194690266
5 15 0.7655838454784899 0.7964601769911505
5 25 0.7300263388937664 0.7964601769911505
5 50 0.741966637401229 0.7787610619469026
5 auto 0.7152326602282704 0.7787610619469026
6 2 0.6797629499561018 0.7079646017699115
6 4 0.7330553116769096 0.7699115044247787
6 6 0.7003072870939421 0.7610619469026548
6 8 0.7035996488147498 0.7787610619469026
6 10 0.697190517998244 0.7787610619469026
6 15 0.7092186128182616 0.7699115044247787
6 25 0.7418788410886743 0.7876106194690266
6 50 0.7599209833187006 0.7699115044247787
6 auto 0.691659350307287 0.7876106194690266
7 2 0.6706760316066726 0.7522123893805309
7 4 0.6914837576821774 0.7433628318584071
7 6 0.7180860403863039 0.7699115044247787
7 8 0.7152326602282704 0.7699115044247787
7 10 0.7244073748902546 0.7433628318584071
7 15 0.7568042142230027 0.7699115044247787
7 25 0.7330553116769096 0.7699115044247787
7 50 0.7508340649692713 0.8495575221238938
7 auto 0.7478050921861282 0.7433628318584071
8 2 0.667603160667252 0.7433628318584071
8 4 0.7419227392449518 0.7787610619469026
8 6 0.7035118525021948 0.8141592920353983
8 8 0.706540825285338 0.7787610619469026
8 10 0.7360403863037752 0.7787610619469026
8 15 0.7299385425812116 0.7610619469026548
8 25 0.7420983318700614 0.8053097345132744
8 50 0.7536435469710272 0.8141592920353983
8 auto 0.774451273046532 0.7610619469026548
9 2 0.6794995610184372 0.7522123893805309
9 4 0.726953467954346 0.7256637168141593
9 6 0.7122036874451272 0.7522123893805309
9 8 0.6916593503072871 0.7345132743362832
9 10 0.7360842844600526 0.7964601769911505
9 15 0.7658033362598771 0.7876106194690266
9 25 0.759569798068481 0.8230088495575221
9 50 0.7537752414398595 0.7610619469026548
9 auto 0.7269095697980685 0.7522123893805309
10 2 0.7271290605794557 0.7256637168141593
10 4 0.646883230904302 0.7699115044247787
10 6 0.667515364354697 0.7787610619469026
10 8 0.6884547848990342 0.7876106194690266
10 10 0.7537752414398595 0.7522123893805309
10 15 0.7033362598770851 0.8141592920353983
10 25 0.7299824407374891 0.8053097345132744
10 50 0.7802458296751535 0.7522123893805309
10 auto 0.7210711150131695 0.7610619469026548
